,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,default
453,120,9,0.461859923,1800,16,3572,333.0,2320.0,122.33,120.27,8,0.8,0.7805,2295808,0.7805,0.7742,0.5457,0.8205,0.8348,0.8348,1978859520.0,96,61,1124352.0,96.0,96.0,118.33,106.24,96.0,0.9143,0,0,0,41,0,0,0.7471,0.76678,0.531866,41.0,0.350862,-0.921727,0.8174,0.83132,0.792374,27.0,0.76025,0.77245,0.537502,41.0,0
454,123,9,0.21621978,1800,16,75464,530.0,5793.0,124.61,123.3,8,0.5847,0.5565,722055,0.561,0.5565,0.3168,0.5565,0.6161,0.6161,923824440.0,69,4,599886.0,69.0,69.0,85.05,76.36,69.0,0.6699,0,0,0,33,0,0,0.59825,0.55085,0.726388,33.0,0.119709,-1.068511,0.66805,0.61449,0.814148,33.0,0.60825,0.55085,0.745439,33.0,0
455,120,9,0.159772675,1800,16,3793,7813.0,970.0,124.13,120.26,8,0.725,0.7073,9462373,0.7073,0.7016,0.4408,0.725,0.7768,0.7699,1603114200.0,87,44,908280.0,87.0,87.0,107.24,96.28,87.0,0.8614,0,0,0,36,0,0,0.7308,0.70144,0.7985,36.0,0.058457,-0.535821,0.7984,0.77912,0.866608,36.0,0.73365,0.70657,0.811028,36.0,1
456,116,9,0.063776268,1800,16,14234,2286.0,612.0,119.21,116.84,8,0.7881,0.7881,862674,0.7881,0.7881,0.5739,0.7949,0.8158,0.8158,1427085000.0,93,47,1081125.0,93.0,93.0,114.63,102.92,93.0,0.8942,0,0,0,41,0,0,0.77405,0.77929,0.74368,41.0,0.093641,-1.293968,0.8379,0.81422,0.818732,41.0,0.78405,0.78929,0.765388,41.0,0
457,131,9,0.339107555,1800,16,83442,691.0,485.0,125.57,129.52,8,0.85,0.8293,364709,0.8293,0.8226,0.5807,0.8718,0.887,0.887,2105769600.0,102,79,1196460.0,102.0,102.0,125.72,112.88,102.0,1.0,0,0,0,21,0,0,0.8113,0.82034,0.751857,21.0,0.072876,-0.444546,0.8935,0.8883,0.841786,21.0,0.83465,0.82637,0.769938,21.0,0
458,130,9,0.670222029,1800,16,82642,1189.0,613.0,126.2,129.2,8,0.8667,0.8455,735094,0.8455,0.8387,0.6404,0.8889,0.9043,0.9043,2322411520.0,104,79,1319552.0,104.0,104.0,128.19,115.1,104.0,0.9905,0,0,0,35,0,0,0.80935,0.83483,0.768237,35.0,0.062999,-0.790004,0.89215,0.90387,0.840517,35.0,0.82275,0.84095,0.78516,35.0,0
459,116,9,0.159781371,1800,16,75464,3066.0,54.0,120.05,116.89,8,0.7739,0.7607,5293061,0.7236,0.7236,0.513,0.7946,0.7946,0.7876,1089137500.0,89,47,990125.0,89.0,89.0,89.0,89.0,89.0,0.8812,0,0,0,14,0,0,0.7318,0.72124,0.679079,14.0,0.121987,-0.730112,0.7973,0.79514,0.7396,14.0,0.76035,0.75463,0.689093,14.0,0
460,116,9,0.788240801,1800,16,12519,8244.0,727.0,119.69,116.71,8,0.7227,0.688,1782467,0.688,0.688,0.4621,0.7288,0.7478,0.7478,2001357600.0,86,61,909708.0,86.0,86.0,106.0,95.18,86.0,0.9556,0,0,0,9,0,0,0.674,0.6892,0.595589,9.0,0.226462,-1.23824,0.7439,0.75302,0.660922,9.0,0.684,0.6892,0.604778,9.0,0
461,126,10,0.753838382,2600,16,14448,4199.0,756.0,128.13,126.19,14,0.7928,0.7928,1186504,0.7719,0.7719,0.5537,0.7719,0.8073,0.8,2591576064.0,88,34,975744.0,88.0,88.0,123.16,103.58,88.0,0.88,0,0,0,70,0,0,0.78595,0.77471,0.7519,70.0,0.174251,-1.497943,0.83365,0.80657,0.837003,70.0,0.8064,0.79352,0.779546,70.0,0
462,114,10,0.37938184,2600,16,13700,185.0,5.0,118.01,114.12,14,0.8899,0.8899,113315,0.8362,0.7823,0.5445,0.8899,0.97,0.8739,2263588993.0,97,51,1063217.0,97.0,97.0,128.18,111.03,97.0,0.9604,0,0,0,10,0,0,0.72115,0.77407,0.44872,10.0,0.368375,-0.721744,0.855,0.953,0.51068,10.0,0.77495,0.87091,0.46637,10.0,0
463,132,10,0.337306477,2600,16,75506,8245.0,562.0,139.1,134.56,14,0.7155,0.7155,157906,0.7155,0.7155,0.6294,0.7477,0.7685,0.7545,2983557010.0,83,69,1109129.0,83.0,83.0,83.0,83.0,83.0,1.0,0,0,0,26,0,0,0.73775,0.72395,0.758496,26.0,0.057101,0.761222,0.81425,0.78165,0.862524,25.0,0.75775,0.72395,0.773238,26.0,0
464,121,10,0.852800684,2600,16,12780,7041.0,2455.0,120.98,120.66,14,0.8661,0.8435,2533880,0.8435,0.8083,0.5663,0.8083,0.8981,0.8899,3409341741.0,97,49,1100853.0,97.0,97.0,119.56,107.35,97.0,0.951,0,0,0,77,0,0,0.77415,0.79747,0.744997,77.0,0.110605,-1.587629,0.88905,0.88829,0.848729,73.0,0.81175,0.82915,0.777542,77.0,0
465,124,10,0.663137695,2600,16,76973,4193.0,420.0,123.35,123.16,14,0.7586,0.7586,426048,0.7458,0.7458,0.4655,0.7458,0.7719,0.7719,2117674240.0,88,46,875072.0,88.0,88.0,123.16,103.58,88.0,0.9072,0,0,0,47,0,0,0.7429,0.74122,0.752523,47.0,0.061367,-0.34863,0.81595,0.78471,0.850251,47.0,0.7693,0.76274,0.777255,47.0,0
466,122,10,0.162663439,2600,16,79371,1191.0,657.0,121.42,122.1,14,0.76,0.76,9902,0.76,0.76,0.5684,0.7661,0.8716,0.8559,2462020000.0,95,52,1119100.0,95.0,95.0,95.0,95.0,95.0,0.9406,0,0,0,17,0,0,0.75,0.754,0.719635,17.0,0.076168,-1.284206,0.8658,0.86444,0.804294,17.0,0.76,0.754,0.732082,17.0,0
467,121,10,0.054173356,2600,16,2456,7814.0,2204.0,122.89,121.14,14,0.8165,0.8165,68036,0.7672,0.7177,0.4949,0.7876,0.8091,0.8018,2012932046.0,89,54,966362.0,89.0,89.0,89.0,89.0,89.0,0.9674,0,0,0,22,0,0,0.72885,0.72593,0.71695,22.0,0.060984,-1.120774,0.81455,0.81819,0.811095,22.0,0.78825,0.81485,0.739691,22.0,0
468,126,10,0.252084021,2600,16,79884,775.0,2456.0,121.53,124.49,14,0.819,0.819,14705,0.8051,0.8051,0.5233,0.8051,0.8333,0.8333,2380614500.0,95,63,983725.0,95.0,95.0,132.95,111.81,95.0,0.9794,0,0,0,40,0,0,0.78255,0.79459,0.73751,40.0,0.04787,-0.838585,0.86665,0.83997,0.84423,40.0,0.8295,0.8171,0.767723,40.0,0
469,121,10,0.281453727,2600,16,7399,4571.0,365.0,124.14,121.83,14,0.7565,0.7436,4921038,0.7131,0.6692,0.4734,0.7699,0.8131,0.7838,2597680800.0,87,22,983970.0,87.0,87.0,121.76,102.4,87.0,0.8286,0,0,0,25,0,0,0.6946,0.67228,0.75228,25.0,0.082624,-0.99355,0.80655,0.81179,0.848372,25.0,0.7418,0.73924,0.78104,25.0,0
470,121,10,0.944577243,2600,16,76973,1520.0,76.0,120.16,120.57,14,0.6949,0.6667,4982009,0.6721,0.6308,0.3752,0.6308,0.7664,0.7387,2054477856.0,82,0,779984.0,82.0,82.0,114.76,96.51,82.0,0.7664,0,0,0,7,0,0,0.6554,0.62772,0.691657,7.0,0.047167,0.269644,0.7632,0.75976,0.769157,7.0,0.67335,0.66003,0.703843,7.0,1
471,113,10,0.244748598,2600,16,84773,323.0,2638.0,117.68,114.39,14,0.807,0.807,83832,0.807,0.807,0.6148,0.807,0.8519,0.8364,2877489152.0,92,39,1083392.0,92.0,92.0,128.75,108.28,92.0,0.9109,0,0,0,10,0,0,0.7935,0.8063,0.69078,10.0,0.081872,0.356135,0.85595,0.85671,0.75573,10.0,0.8035,0.8163,0.70423,10.0,0
472,125,10,0.675171702,2600,16,82768,5504.0,3660.0,125.92,125.6,14,0.8246,0.8246,237967,0.8246,0.8246,0.6619,0.8246,0.8704,0.8545,3097830912.0,94,43,1166352.0,94.0,94.0,131.55,110.64,94.0,0.9307,0,0,0,9,0,0,0.8223,0.83214,0.7565,9.0,0.068451,0.971161,0.8852,0.88336,0.8387,9.0,0.8323,0.83214,0.784489,9.0,0
473,124,10,0.702018083,2600,16,82768,3067.0,3662.0,121.33,123.41,14,0.8684,0.8684,198173,0.8684,0.8684,0.6563,0.8919,0.9167,0.9,3111033420.0,99,54,1156518.0,99.0,99.0,99.0,99.0,99.0,0.9706,0,0,0,14,0,0,0.8442,0.86156,0.778486,14.0,0.053612,0.20955,0.89835,0.91503,0.851836,14.0,0.8542,0.86156,0.795429,14.0,0
474,120,10,0.887868225,2600,16,77826,1264.0,1041.0,121.22,120.13,14,0.7387,0.6949,2355634,0.6891,0.6891,0.4537,0.6949,0.7257,0.7257,1415670960.0,82,15,813604.0,82.0,82.0,82.0,82.0,82.0,0.7961,0,0,0,7,0,0,0.69455,0.70019,0.688943,7.0,0.080449,-1.076308,0.77285,0.74313,0.781429,7.0,0.70745,0.70541,0.698157,7.0,0
475,123,9,0.043878376,2400,16,9836,5505.0,3503.0,122.25,122.89,14,0.6891,0.656,1781890,0.656,0.656,0.4167,0.6613,0.7455,0.713,1803080944.0,82,55,820328.0,82.0,82.0,101.07,90.75,82.0,0.9111,0,0,0,2,0,0,0.728,0.6704,0.724,2.0,0.068005,0.21777,0.82275,0.76095,0.82275,2.0,0.728,0.6704,0.724,2.0,0
476,117,9,0.557748242,2400,16,80085,409.0,2605.0,118.88,117.62,14,0.7739,0.7672,80783,0.7542,0.7542,0.5225,0.7542,0.7807,0.7807,2376933680.0,89,58,982204.0,89.0,89.0,124.56,104.75,89.0,0.9368,0,0,0,3,0,0,0.7171,0.74878,0.707,3.0,0.0607,-0.783854,0.75035,0.78263,0.7467,3.0,0.7236,0.76048,0.717267,3.0,0
477,138,9,0.686223778,2400,16,5933,2013.0,1254.0,137.75,138.07,14,0.7227,0.688,740092,0.688,0.688,0.5222,0.6935,0.7818,0.7478,2259640712.0,86,66,1028044.0,86.0,86.0,106.0,95.18,86.0,0.9556,0,0,0,2,0,0,0.764,0.6992,0.76505,2.0,0.076795,0.654794,0.8309,0.79362,0.82725,2.0,0.774,0.7092,0.77645,2.0,0
478,118,9,0.96050508,2400,16,2496,206.0,2864.0,122.0,118.56,14,0.696,0.696,1582620,0.696,0.696,0.4729,0.7016,0.7909,0.7565,2048171400.0,87,47,930987.0,87.0,87.0,114.96,99.59,87.0,0.8969,0,0,0,2,0,0,0.678,0.6964,0.68,2.0,0.01581,2.448372,0.77545,0.79181,0.7727,2.0,0.678,0.6964,0.68,2.0,0
479,118,9,0.714172585,2400,16,2496,1190.0,3144.0,117.25,117.89,14,0.605,0.576,1556208,0.576,0.576,0.3081,0.5806,0.6545,0.6261,1333148544.0,72,25,606528.0,72.0,72.0,88.75,79.68,72.0,0.8,0,0,0,2,0,0,0.648,0.5884,0.652,2.0,0.076125,-0.498912,0.73725,0.66905,0.7409,2.0,0.648,0.5884,0.652,2.0,0
480,118,9,0.786149869,2400,16,78920,3068.0,3146.0,119.0,118.52,14,0.8319,0.792,1560673,0.792,0.792,0.6173,0.8462,0.8761,0.8609,2681004744.0,99,70,1215324.0,99.0,99.0,130.82,113.32,99.0,0.9706,0,0,0,2,0,0,0.806,0.7928,0.808,2.0,0.01688,-2.28492,0.90805,0.87849,0.90625,2.0,0.806,0.7928,0.808,2.0,0
481,121,8,0.517664598,1100,16,783,505.0,853.0,120.99,121.03,8,0.8403,0.813,102648,0.813,0.813,0.6269,0.8333,0.8696,0.8621,1331000000.0,100,82,1210000.0,100.0,100.0,100.0,100.0,100.0,0.9709,0,0,0,108,0,0,0.8265,0.8117,0.795907,108.0,0.099972,-1.683491,0.8848,0.87264,0.864158,107.0,0.8365,0.8117,0.812521,108.0,0
482,126,8,0.568061976,1100,16,14522,8247.0,1639.0,125.04,125.57,8,0.7731,0.748,15068848,0.748,0.748,0.5306,0.7667,0.8,0.7931,1126558400.0,92,58,1024144.0,92.0,92.0,92.0,92.0,92.0,0.8932,0,0,0,59,0,0,0.784,0.7532,0.777819,59.0,0.079425,-1.110424,0.84,0.81,0.841722,59.0,0.794,0.7532,0.791897,59.0,0
483,116,8,0.80002515,1100,16,81166,1265.0,1042.0,120.48,116.99,8,0.8067,0.7805,1570588,0.7805,0.7805,0.6016,0.8348,0.8348,0.8276,1277337600.0,96,69,1161216.0,96.0,96.0,96.0,96.0,96.0,0.9057,0,0,0,37,0,0,0.73025,0.76245,0.745149,37.0,0.142505,-1.565311,0.7974,0.82132,0.833422,36.0,0.74025,0.76245,0.751257,37.0,0
484,116,8,0.83870128,1100,16,842,5955.0,2465.0,119.33,116.45,8,0.8655,0.8374,2818916,0.8374,0.8374,0.6596,0.8803,0.9115,0.9115,1400388000.0,103,74,1273080.0,103.0,103.0,103.0,103.0,103.0,1.0,0,0,0,67,0,0,0.8087,0.83366,0.807966,67.0,0.058377,-0.997852,0.87575,0.90035,0.852758,67.0,0.8087,0.83366,0.815382,67.0,0
485,116,8,0.062250916,1100,16,14522,3069.0,3661.0,119.83,116.89,8,0.7917,0.7724,234408,0.7724,0.7724,0.5845,0.7983,0.8796,0.8407,1255603125.0,95,67,1128125.0,95.0,95.0,95.0,95.0,95.0,0.9596,0,0,0,33,0,0,0.7962,0.77516,0.769933,33.0,0.063243,-1.169763,0.8898,0.88164,0.846724,33.0,0.8262,0.78516,0.785042,33.0,1
486,121,8,0.732394695,1100,16,9836,777.0,2457.0,121.19,120.71,8,0.8,0.7805,13554,0.7805,0.7805,0.5586,0.8205,0.8276,0.8276,1186099200.0,96,72,1078272.0,96.0,96.0,108.33,101.79,96.0,0.9231,0,0,0,25,0,0,0.78025,0.78245,0.754284,25.0,0.05215,-0.551432,0.8438,0.83484,0.813852,25.0,0.79025,0.78245,0.766712,25.0,0
487,109,8,0.287316119,1100,16,81641,71.0,1639.0,116.1,110.83,8,0.7881,0.7881,287410,0.7881,0.7881,0.5923,0.7881,0.8455,0.8158,1406924181.0,93,64,1115721.0,93.0,93.0,104.95,98.61,93.0,0.9588,0,0,0,50,0,0,0.78405,0.78929,0.763024,50.0,0.054483,-0.700912,0.85275,0.85095,0.820936,50.0,0.78405,0.78929,0.775896,50.0,0
488,136,8,0.006753681,1100,16,80421,3170.0,614.0,129.84,134.91,8,0.8992,0.8699,2026649,0.8699,0.8699,0.7415,0.9554,1.0,0.9224,1574237500.0,107,92,1431125.0,107.0,107.0,107.0,107.0,107.0,1.0,0,0,0,21,0,0,0.85495,0.86291,0.811281,21.0,0.053491,-0.781438,0.94,0.99,0.851919,21.0,0.85495,0.86291,0.818443,21.0,0
489,123,8,0.477802043,1300,16,82621,501.0,2798.0,124.73,123.3,11,0.7586,0.7458,249637,0.7458,0.7458,0.518,0.7521,0.7719,0.7586,1287982080.0,88,46,975744.0,88.0,88.0,108.47,97.39,88.0,0.8,0,0,0,84,0,0,0.7829,0.75122,0.813679,84.0,0.108204,-1.728605,0.81595,0.77471,0.858646,84.0,0.7829,0.75122,0.823167,84.0,0
490,116,8,0.084071722,1300,16,80421,1191.0,1010.0,119.15,116.63,11,0.7881,0.7881,80783,0.7881,0.7881,0.5601,0.7949,0.8158,0.8158,1392834960.0,93,51,1055178.0,93.0,93.0,114.63,102.92,93.0,0.8942,0,0,0,63,0,0,0.78405,0.78929,0.785208,63.0,0.115199,-1.715743,0.8279,0.81422,0.838006,63.0,0.79405,0.78929,0.792138,63.0,0
491,109,8,0.03402194,1300,16,7399,55.0,421.0,117.74,110.78,11,0.7731,0.7731,4815726,0.748,0.748,0.5569,0.748,0.844,0.8142,1196394864.0,92,49,1074928.0,92.0,92.0,92.0,92.0,92.0,0.8932,0,0,0,57,0,0,0.754,0.7532,0.788832,57.0,0.073264,-0.836009,0.842,0.8396,0.845565,51.0,0.78655,0.77579,0.798012,57.0,0
492,123,8,0.678488861,1300,16,75237,1192.0,7317.0,121.64,122.83,11,0.8051,0.8051,2707410,0.8051,0.8051,0.5845,0.8051,0.819,0.819,1453386000.0,95,61,1101050.0,95.0,95.0,95.0,95.0,95.0,0.9048,0,0,0,50,0,0,0.80255,0.80459,0.764968,50.0,0.151387,-1.443864,0.8195,0.8171,0.797824,50.0,0.80255,0.80459,0.766288,50.0,0
493,131,8,0.395989534,1300,16,80421,3171.0,615.0,128.05,130.94,11,0.8814,0.8814,7478175,0.8814,0.8814,0.7579,0.8889,0.9123,0.8966,1884579840.0,104,83,1427712.0,104.0,104.0,117.36,110.28,104.0,1.0,0,0,0,56,0,0,0.8607,0.87326,0.805518,56.0,0.055258,-0.818674,0.89615,0.91107,0.858689,56.0,0.8607,0.87326,0.817739,56.0,0
494,119,8,0.664340238,1300,16,82231,506.0,854.0,122.62,120.26,11,0.7899,0.7642,2708154,0.7642,0.7642,0.6089,0.7833,0.8545,0.8319,1292706800.0,94,63,1175188.0,94.0,94.0,94.0,94.0,94.0,0.9895,0,0,0,20,0,0,0.7821,0.76778,0.761845,20.0,0.084571,-1.12113,0.86725,0.85905,0.830505,20.0,0.7821,0.76778,0.771205,20.0,0
495,126,8,0.786140799,1300,16,7399,4195.0,998.0,125.65,125.5,11,0.8145,0.8145,5019866,0.8211,0.8145,0.6464,0.886,0.9018,0.886,1885144800.0,101,76,1224120.0,101.0,101.0,124.49,111.78,101.0,0.9528,0,0,0,6,0,0,0.70725,0.81305,0.659967,6.0,0.295935,-1.209113,0.7809,0.89162,0.730667,6.0,0.71725,0.81305,0.673233,6.0,0
496,127,8,0.802941696,1300,16,14234,5506.0,1599.0,126.5,126.91,11,0.8448,0.8305,2385684,0.8305,0.8305,0.6424,0.8376,0.8991,0.8448,1597337280.0,98,81,1210104.0,98.0,98.0,98.0,98.0,98.0,0.9333,0,0,0,8,0,0,0.84525,0.83745,0.845575,8.0,0.049275,-0.874891,0.90955,0.89919,0.905463,8.0,0.85525,0.83745,0.852288,8.0,1
497,121,8,0.54473928,1300,16,14522,8248.0,1012.0,122.44,121.17,11,0.7899,0.7642,79141,0.7642,0.7642,0.5585,0.8034,0.8319,0.8319,1185791200.0,94,64,1077992.0,94.0,94.0,94.0,94.0,94.0,0.9126,0,0,0,33,0,0,0.7721,0.75778,0.75297,33.0,0.160436,-1.499669,0.82595,0.82871,0.797521,33.0,0.7721,0.75778,0.769573,33.0,0
498,121,8,0.54654157,1300,16,13700,56.0,507.0,121.37,121.0,11,0.8017,0.7881,7148,0.7881,0.7881,0.5555,0.7881,0.8692,0.8017,1381418280.0,93,56,1046529.0,93.0,93.0,114.63,102.92,93.0,0.8692,0,0,0,13,0,0,0.80405,0.78929,0.775677,13.0,0.090736,-1.171788,0.8846,0.87228,0.830915,13.0,0.81405,0.78929,0.790762,13.0,0
499,130,8,0.614633059,1300,16,83746,531.0,5794.0,132.11,131.14,11,0.7288,0.7288,3175694,0.7288,0.7288,0.5614,0.7288,0.7818,0.7544,1401357100.0,86,46,1057628.0,86.0,86.0,86.0,86.0,86.0,0.8431,0,0,0,10,0,0,0.7644,0.74592,0.76936,10.0,0.081149,-0.66156,0.8109,0.79362,0.810378,9.0,0.7644,0.74592,0.77578,10.0,0
500,143,9,0.963602165,3600,2,79559,2778.0,144.0,144.91,143.71,16,0.0,0.0,1681398,0.0,0.0,0.4386,0.0,0.0,0.0,1848689480.0,0,0,494302.0,0.0,0.0,0.0,0.0,59.0,,0,0,0,7,0,0,0.23,0.05,0.229671,7.0,0.272123,0.764957,0.27,0.06,0.268429,7.0,0.23,0.05,0.237143,7.0,1
501,158,9,0.844216522,3600,2,82823,1227.0,236.0,155.1,157.06,16,0.6328,0.6328,40571,0.6429,0.6328,0.357,0.675,0.7431,0.7105,4272523200.0,81,70,971028.0,131.16,102.32,133.43,103.18,81.0,0.8804,0,0,0,30,0,0,0.6264,0.63952,0.525787,30.0,0.283646,-0.981199,0.74155,0.74879,0.661597,30.0,0.6264,0.63952,0.560223,30.0,0
502,160,9,0.157438822,3600,2,76037,4607.0,1594.0,150.89,157.75,16,0.8374,0.8374,425137,0.8175,0.8175,0.5883,0.8374,0.9279,0.8729,5275961790.0,103,89,1453433.0,155.46,125.75,151.37,124.14,103.0,0.981,0,0,0,54,0,0,0.77875,0.81575,0.390913,54.0,0.310122,0.537856,0.87395,0.91511,0.610143,53.0,0.7987,0.83366,0.494393,54.0,0
503,137,9,0.543984213,3600,2,14447,148.0,169.0,142.77,138.15,16,0.0,0.0,67899,0.0,0.0,0.4083,0.0,0.0,0.0,3215397680.0,0,0,859732.0,0.0,0.0,0.0,0.0,74.0,0.0,0,0,0,47,0,0,0.13,0.01,0.153119,47.0,0.243388,1.089168,0.19,0.01,0.576925,20.0,0.13,0.01,0.198715,47.0,0
504,161,9,0.318918417,3600,2,78932,242.0,1732.0,160.07,161.08,16,0.5242,0.52,13407373,0.4815,0.4815,0.2626,0.4815,0.5804,0.5652,3086869500.0,65,41,684450.0,94.1,77.77,90.97,76.5,65.0,0.6915,0,0,0,22,0,0,0.32075,0.43335,0.592459,22.0,0.286724,-1.05167,0.4302,0.53236,0.706568,22.0,0.39,0.478,0.64995,22.0,0
505,157,9,0.589129999,3600,2,78593,477.0,1459.0,151.98,156.45,16,0.7436,0.7016,261860,0.719,0.7016,0.4913,0.7436,0.7909,0.7909,4968064530.0,87,91,1158057.0,138.61,109.04,133.42,107.04,87.0,0.9886,0,0,0,23,0,0,0.6308,0.69144,0.5313,23.0,0.309415,-0.95146,0.69545,0.77181,0.611557,23.0,0.6308,0.69144,0.554761,23.0,0
506,139,9,0.41300046,3600,2,78173,727.0,2150.0,147.47,141.27,16,0.708,0.708,428013,0.6897,0.678,0.4513,0.7273,0.8421,0.7207,4360576000.0,80,77,1043200.0,115.81,95.72,111.96,94.16,80.0,0.8602,0,0,0,22,0,0,0.439,0.6102,0.595818,22.0,0.290573,-1.118746,0.53105,0.75789,0.656191,22.0,0.454,0.6372,0.619159,22.0,0
507,164,9,0.719851202,3600,2,76035,6957.0,844.0,157.8,163.1,16,0.6325,0.5781,219619,0.5873,0.5781,0.3141,0.5968,0.6916,0.6491,3758726400.0,74,69,854256.0,107.12,88.54,125.7,95.67,74.0,0.7184,0,0,0,31,0,0,0.45905,0.53029,0.502119,31.0,0.308219,-0.853249,0.5258,0.63244,0.614961,31.0,0.45905,0.53029,0.526977,31.0,0
508,144,9,0.052950381,3600,2,79663,1612.0,1575.0,145.92,144.3,16,0.6667,0.629,730507,0.6446,0.629,0.3794,0.6667,0.7091,0.7091,3836752920.0,78,65,894348.0,124.27,97.76,119.62,95.97,78.0,0.8864,0,0,0,17,0,0,0.3645,0.5661,0.288629,17.0,0.284892,0.64606,0.48455,0.64819,0.411218,17.0,0.4245,0.5761,0.346335,17.0,0
509,150,9,0.642500791,3600,2,78571,2135.0,80.0,146.44,149.47,16,0.6992,0.6992,1133433,0.6825,0.6825,0.434,0.6992,0.7748,0.7288,3892884600.0,86,73,1072420.0,129.8,105.0,126.39,103.65,86.0,0.8431,0,0,0,18,0,0,0.47125,0.62425,0.351389,18.0,0.25116,0.56139,0.5574,0.70732,0.624172,18.0,0.4896,0.63928,0.496483,18.0,0
510,162,9,0.402787266,3600,2,7891,1028.0,269.0,157.29,161.0,16,0.7193,0.6667,1213949,0.6508,0.6508,0.4137,0.6508,0.6949,0.6949,3710034240.0,82,70,1022048.0,126.14,101.04,125.75,100.89,82.0,0.82,0,0,0,18,0,0,0.4254,0.58572,0.387483,18.0,0.311575,0.356681,0.52745,0.63541,0.573778,18.0,0.50335,0.61003,0.469556,18.0,0
511,140,9,0.958246971,3600,2,79559,1222.0,393.0,144.66,141.16,16,0.0,0.0,1133433,0.0,0.0,0.5747,0.0,0.0,0.0,4505783040.0,0,0,1280052.0,0.0,0.0,0.0,0.0,93.0,0.0,0,0,0,16,0,0,0.02,0.0,0.262163,16.0,0.315994,0.799804,0.05,0.0,0.329731,16.0,0.04,0.0,0.306531,16.0,0
512,144,9,0.609649057,3600,2,77261,1470.0,282.0,148.13,144.83,16,0.7544,0.6992,927911,0.6825,0.6825,0.455,0.6825,0.7288,0.7288,4080816960.0,86,79,1124192.0,132.3,105.97,131.89,105.81,86.0,0.86,0,0,0,5,0,0,0.63125,0.66425,0.649,5.0,0.092406,-1.125474,0.6944,0.70592,0.729,5.0,0.6596,0.67928,0.68898,5.0,0
513,166,9,0.625234859,3600,2,9482,2753.0,428.0,162.23,165.14,16,0.6923,0.6923,2318370,0.6,0.6,0.3952,0.7043,0.7043,0.7043,4645647270.0,81,71,1030077.0,131.16,102.32,133.43,103.18,81.0,0.9,0,0,0,16,0,0,0.53,0.6,0.407919,16.0,0.295924,-0.574152,0.74215,0.71387,0.613169,16.0,0.59615,0.68307,0.493863,16.0,0
514,162,9,0.337249563,3600,2,8553,7244.0,5202.0,157.82,160.84,16,0.0,0.0,52319,0.0,0.0,0.661,0.0,0.0,0.0,8489551840.0,0,0,1575056.0,0.0,0.0,0.0,0.0,98.0,0.0,0,0,0,11,0,0,0.35,0.08,0.258373,11.0,0.343415,0.841561,0.44,0.09,0.66598,5.0,0.37,0.08,0.278009,11.0,0
515,151,9,0.527396704,3600,2,13919,1997.0,741.0,147.62,150.43,16,0.64,0.64,2454333,0.6015,0.2162,0.0435,0.2162,0.6723,0.6723,3266560000.0,80,77,928000.0,123.07,98.58,117.57,96.42,80.0,0.7477,0,0,0,10,0,0,0.4281,0.26458,0.47256,10.0,0.200017,-0.686236,0.71615,0.68507,0.72703,10.0,0.64,0.646,0.56843,10.0,0
516,145,9,0.018317598,3500,2,83293,32.0,578.0,145.46,145.16,12,0.7869,0.768,4270,0.7218,0.2595,0.0634,0.8067,0.8889,0.8348,4768727040.0,96,78,1354752.0,132.49,112.23,141.09,115.7,96.0,0.9697,0,0,0,18,0,0,0.26975,0.25355,0.397822,18.0,0.270327,-0.462345,0.75445,0.87001,0.599561,18.0,0.634,0.7512,0.518883,18.0,0
517,145,9,0.659382967,3500,2,6841,7.0,579.0,145.25,145.0,12,0.6179,0.6179,3505,0.6032,0.6032,0.339,0.6179,0.6847,0.6441,3040197600.0,76,67,837520.0,114.71,92.79,111.69,91.6,76.0,0.7451,0,0,0,3,0,0,0.3016,0.54288,0.201067,3.0,0.28438,0.890781,0.34235,0.61623,0.228233,3.0,0.30895,0.55611,0.205967,3.0,0
518,149,9,0.740780668,3500,2,81375,1455.0,1165.0,149.29,149.07,12,0.5045,0.5045,528592,0.4667,0.4667,0.2085,0.5,0.5234,0.5,2328480000.0,56,10,470400.0,81.07,67.0,102.83,75.19,56.0,0.6437,0,0,0,17,0,0,0.31335,0.43003,0.409835,17.0,0.312108,-0.577031,0.3517,0.48106,0.527318,17.0,0.34225,0.46405,0.478624,17.0,0
519,149,9,0.297612335,3500,2,86010,916.0,846.0,150.0,149.76,12,0.5984,0.584,1212700,0.5489,0.1973,0.0394,0.6134,0.6759,0.6348,2963776640.0,73,46,841982.0,103.27,86.37,116.25,91.47,73.0,0.7087,0,0,0,2,0,0,0.16865,0.18757,0.1662,2.0,0.031265,0.892665,0.56795,0.65831,0.5716,2.0,0.492,0.5656,0.492,2.0,0
520,149,9,0.175852794,3500,2,78520,1223.0,608.0,150.86,149.23,12,0.7705,0.752,366788,0.7068,0.2541,0.0625,0.7899,0.8704,0.8174,4696510720.0,94,76,1334236.0,129.73,109.89,138.15,113.29,94.0,0.9495,0,0,0,10,0,0,0.34705,0.29869,0.37212,10.0,0.328141,0.609122,0.6952,0.86336,0.58339,10.0,0.606,0.7468,0.47339,10.0,0
